p cnf 15 119
-15 -14 7 0
-15 -14 -5 0
-15 14 3 0
15 -13 12 0
15 -13 -11 0
15 -13 11 0
15 -13 7 0
-15 13 -6 0
15 -13 -2 0
-15 12 11 0
-15 12 -7 0
-15 12 -4 0
-15 -12 -3 0
-15 -11 -10 0
-15 11 5 0
-15 -11 1 0
15 -10 -9 0
15 -10 1 0
15 -9 8 0
-15 9 6 0
-15 -9 -6 0
-15 9 5 0
-15 -8 3 0
-15 -7 -4 0
-15 -6 1 0
-15 -5 -2 0
15 3 -1 0
-15 -2 1 0
14 -13 10 0
-14 -13 -7 0
-14 -11 -10 0
14 11 -7 0
-14 -11 -5 0
-14 11 4 0
14 -11 3 0
-14 11 1 0
-14 10 9 0
14 10 1 0
-14 9 -8 0
-14 -9 -7 0
14 9 -3 0
14 8 7 0
14 -7 6 0
-14 7 -6 0
-14 -7 4 0
-14 7 -2 0
-14 6 -2 0
-14 -3 -1 0
-13 -12 -9 0
13 -12 -9 0
13 12 7 0
-13 -12 4 0
-13 -11 -7 0
-13 10 -1 0
-13 9 -5 0
13 9 -4 0
-13 9 -1 0
13 8 -7 0
-13 -8 4 0
13 -6 4 0
13 6 3 0
13 -2 -1 0
-12 11 -9 0
-12 -11 -8 0
12 -11 1 0
-12 -10 -8 0
-12 10 1 0
12 -9 5 0
-12 -9 -2 0
12 -9 2 0
12 -7 -5 0
-12 5 -2 0
-12 2 -1 0
-11 -9 6 0
11 -9 6 0
11 9 -3 0
11 8 7 0
11 -8 -5 0
-11 7 -2 0
11 5 -1 0
-11 3 -1 0
10 -9 6 0
10 -9 -4 0
10 9 -2 0
-10 8 3 0
10 -7 6 0
10 6 4 0
-10 6 2 0
-10 4 -3 0
10 -3 2 0
-10 -3 2 0
10 2 1 0
9 8 -7 0
9 -8 -5 0
9 8 -3 0
9 -6 5 0
-9 6 5 0
9 6 -5 0
-9 -3 -2 0
9 2 1 0
8 7 4 0
8 -6 -5 0
-8 -6 -2 0
8 -6 1 0
8 4 -3 0
-8 -3 -2 0
-8 -3 -1 0
7 -6 -5 0
7 5 2 0
-7 4 3 0
-7 4 2 0
-7 3 2 0
7 -3 1 0
6 -5 -4 0
6 5 -3 0
-6 4 2 0
-5 -4 -3 0
-5 4 -2 0
5 -2 -1 0
