p cnf 15 56
15 -14 -2 0
-15 13 -10 0
15 13 -7 0
-15 -12 -6 0
15 12 1 0
-15 11 9 0
-15 -10 -6 0
-15 9 -7 0
-15 -9 3 0
15 -8 4 0
15 7 5 0
15 -6 -1 0
-15 4 -2 0
14 13 10 0
-14 13 2 0
14 11 -8 0
14 -10 6 0
-14 -10 2 0
-14 -10 -1 0
14 8 -7 0
-14 -8 6 0
-14 -8 -1 0
14 7 5 0
-14 6 -4 0
-14 5 2 0
-14 4 3 0
-14 -4 3 0
-13 12 -4 0
-13 12 3 0
13 -11 2 0
13 -10 4 0
13 9 6 0
-13 9 -1 0
13 -6 -3 0
-13 -3 -2 0
-13 3 2 0
-12 -11 -3 0
-12 -5 -3 0
12 -5 -1 0
11 -10 -9 0
-11 7 -3 0
-11 2 1 0
-10 4 2 0
-9 8 7 0
9 7 -6 0
-9 7 -4 0
-9 4 2 0
9 -3 1 0
9 -2 -1 0
8 7 2 0
-8 5 -1 0
8 2 -1 0
-6 5 -3 0
-6 -2 1 0
5 -4 3 0
5 3 2 0
