p cnf 15 67
-15 14 11 0
15 14 -10 0
15 -14 7 0
15 13 -9 0
-15 13 8 0
-15 -13 7 0
-15 12 11 0
15 11 -10 0
-15 -10 -9 0
15 10 3 0
-15 8 3 0
-15 -6 4 0
15 6 1 0
15 -5 3 0
-15 4 1 0
-15 -2 -1 0
-14 13 -11 0
14 -13 9 0
-14 13 3 0
-14 -12 11 0
-14 -12 -6 0
14 11 -7 0
14 -11 6 0
14 11 -3 0
-14 11 2 0
-14 -10 4 0
-14 -9 -7 0
14 3 1 0
13 -12 -11 0
13 12 -5 0
-13 11 8 0
13 -10 -3 0
13 9 5 0
13 8 -7 0
-13 8 5 0
13 -7 -6 0
-13 -5 -4 0
-13 3 -2 0
-12 -11 10 0
12 11 9 0
12 -11 -2 0
12 -11 2 0
12 -10 -1 0
12 9 -6 0
-12 -8 -7 0
-12 -8 -6 0
-12 -8 -2 0
11 -10 5 0
-11 7 2 0
-11 -6 -1 0
11 5 1 0
11 -3 2 0
10 9 6 0
10 -9 -5 0
-10 9 2 0
10 -8 -1 0
10 6 -2 0
-10 -4 -3 0
-10 2 1 0
9 -6 1 0
9 5 2 0
-8 7 -5 0
-8 7 -3 0
-8 5 -2 0
8 4 -3 0
-8 -4 2 0
-7 5 4 0
