p cnf 15 69
-15 -14 -9 0
15 13 11 0
-15 13 2 0
-15 -9 4 0
-15 -8 -4 0
15 -7 -2 0
-15 7 1 0
-15 4 2 0
-14 13 12 0
-14 -13 -9 0
-14 12 7 0
-14 -10 6 0
14 9 -7 0
14 -9 -6 0
-14 -8 3 0
14 -6 -4 0
13 12 2 0
-13 12 -2 0
-13 -11 -5 0
13 10 8 0
13 10 -7 0
13 -10 -6 0
-13 10 -4 0
-13 6 5 0
13 -6 4 0
-13 5 3 0
-13 -5 2 0
13 5 2 0
13 -5 -1 0
-13 3 -2 0
12 -10 7 0
12 9 -8 0
-12 -9 -6 0
12 -9 3 0
-12 -7 -3 0
12 -7 -3 0
-12 -6 5 0
-12 6 -5 0
12 3 2 0
-11 -9 -6 0
11 8 5 0
-11 -8 2 0
-11 -8 1 0
11 -7 5 0
-11 -7 1 0
-11 6 5 0
-11 -6 3 0
-11 -6 -2 0
11 6 -1 0
11 -5 -3 0
11 -5 -2 0
-11 -5 -1 0
11 4 -2 0
-10 -8 2 0
-10 -7 -6 0
-10 7 2 0
-10 5 -3 0
10 -4 -3 0
10 4 -3 0
-10 4 -1 0
-9 7 -6 0
9 6 -4 0
9 5 4 0
-8 -6 1 0
-8 5 1 0
-7 -6 2 0
6 4 3 0
-4 -3 1 0
4 2 1 0
