p cnf 14 76
14 13 12 0
-14 -13 10 0
14 12 1 0
-14 10 3 0
-14 -10 -2 0
-14 -10 1 0
14 -9 1 0
14 8 7 0
14 8 5 0
-14 -7 -5 0
14 7 5 0
14 7 -5 0
14 6 2 0
14 4 3 0
-14 3 -1 0
-13 -12 -9 0
13 -12 6 0
-13 -12 -5 0
13 -12 -2 0
-13 -12 1 0
13 -11 6 0
-13 -10 -5 0
13 9 7 0
-13 -9 -2 0
13 8 -7 0
13 8 6 0
-13 -8 -2 0
13 8 -1 0
13 -6 -3 0
13 5 -4 0
13 -5 -2 0
13 -4 2 0
12 -11 5 0
12 -10 -9 0
12 -9 8 0
12 -9 6 0
12 -7 4 0
12 -7 -3 0
-12 5 -2 0
11 -10 2 0
-11 9 5 0
-11 8 -5 0
11 7 -5 0
-11 7 -4 0
10 9 7 0
10 -9 -3 0
10 9 2 0
-10 -8 -7 0
10 -8 -4 0
-10 7 6 0
10 -7 3 0
10 7 -2 0
10 6 -2 0
-10 -6 -2 0
10 -5 3 0
10 5 -1 0
-9 8 -5 0
-9 8 -2 0
9 -8 -1 0
-9 7 -5 0
9 5 4 0
-9 -4 3 0
-8 7 4 0
-7 -6 -5 0
-7 -6 1 0
7 -4 -2 0
-6 5 3 0
6 -5 3 0
-6 5 -2 0
6 5 2 0
6 3 2 0
5 -3 -2 0
5 3 2 0
-5 3 1 0
-4 -3 -2 0
3 2 -1 0
