p cnf 14 55
14 -13 -12 0
14 -12 10 0
-14 -12 9 0
-14 12 4 0
-14 -12 2 0
14 -10 -5 0
-14 -8 5 0
-14 -8 -1 0
14 7 -3 0
-14 7 -2 0
-14 -6 5 0
-14 6 1 0
14 -6 -1 0
-14 -2 -1 0
13 12 10 0
-13 12 7 0
-13 11 8 0
-13 -11 6 0
13 -8 -3 0
13 7 -5 0
13 7 1 0
13 -7 1 0
13 5 3 0
-12 -11 -3 0
-12 -10 9 0
12 -7 -2 0
-12 -7 -1 0
12 6 -1 0
-12 3 -1 0
-11 10 3 0
11 -8 3 0
11 -7 -6 0
11 6 -3 0
11 -5 -4 0
-10 -9 -8 0
-10 8 -5 0
10 -8 4 0
-10 -7 -5 0
-10 7 4 0
-10 -5 4 0
10 -4 -3 0
10 -3 1 0
-9 8 1 0
-9 7 3 0
-9 -6 -5 0
9 -6 4 0
-9 6 3 0
9 6 -2 0
9 -2 1 0
-8 -7 6 0
-7 6 1 0
7 -2 -1 0
-6 3 -2 0
-5 -3 -2 0
5 3 2 0
