p cnf 14 87
-14 -13 -12 0
14 -13 5 0
14 12 11 0
14 12 2 0
-14 11 -1 0
14 10 -2 0
-14 8 -2 0
14 7 3 0
14 5 -4 0
-14 -5 -3 0
-14 -5 3 0
-14 5 -2 0
13 -12 10 0
13 12 -8 0
-13 12 1 0
13 11 -10 0
-13 11 -10 0
13 -11 8 0
-13 10 5 0
-13 -9 -6 0
-13 -9 -4 0
13 8 -4 0
13 -7 -6 0
13 -7 3 0
13 7 2 0
-13 -6 5 0
-13 -6 4 0
-13 -6 2 0
-13 5 1 0
-12 11 7 0
12 -10 3 0
12 10 -1 0
-12 9 -8 0
-12 -9 -6 0
-12 -9 2 0
12 8 6 0
12 8 2 0
12 -7 -6 0
-12 7 -5 0
12 7 4 0
12 7 -4 0
-12 5 3 0
-12 4 3 0
-12 -4 -2 0
12 2 1 0
-12 -2 -1 0
-11 10 -8 0
11 -10 7 0
-11 10 -5 0
-11 -10 4 0
-11 8 6 0
11 8 -1 0
-11 6 3 0
11 -5 -2 0
-10 -8 -5 0
10 6 -5 0
10 6 4 0
-10 -6 2 0
10 5 2 0
10 -5 -1 0
-10 4 2 0
9 8 -6 0
-9 -7 -6 0
-9 7 4 0
9 6 1 0
-9 5 -3 0
9 4 -2 0
-9 2 -1 0
-9 2 1 0
8 7 -4 0
-8 -6 -5 0
-8 -6 5 0
8 -6 3 0
8 6 2 0
8 5 -3 0
8 -4 -3 0
-8 -3 -1 0
8 -2 1 0
7 -5 4 0
-7 4 3 0
-6 -4 -2 0
-6 -4 2 0
6 -3 -2 0
-6 3 -1 0
-6 2 1 0
5 4 -3 0
-5 -4 -3 0
