p cnf 14 115
-14 -13 -9 0
-14 -13 9 0
-14 -13 -5 0
14 13 -2 0
-14 13 -2 0
14 13 1 0
-14 -12 3 0
14 12 -3 0
-14 12 -2 0
-14 11 8 0
14 10 -8 0
-14 10 -6 0
14 -9 -2 0
-14 9 1 0
-14 -7 -5 0
14 -7 4 0
-14 6 5 0
-14 -6 4 0
-14 -5 -4 0
-14 5 1 0
-14 5 -1 0
-14 4 -3 0
14 -3 -2 0
-14 -2 1 0
13 -11 3 0
13 11 3 0
13 11 -1 0
-13 -10 -8 0
13 -10 5 0
-13 10 -3 0
-13 6 -5 0
-13 6 -4 0
13 -6 3 0
13 5 -2 0
13 -4 -2 0
-13 -4 -1 0
13 3 -1 0
12 11 9 0
12 11 -8 0
12 11 -2 0
12 11 2 0
-12 -11 -2 0
12 -9 3 0
-12 -8 5 0
-12 8 -4 0
-12 -7 3 0
12 -6 -4 0
12 6 -4 0
12 -5 4 0
12 5 -1 0
12 4 2 0
12 -4 -1 0
-12 3 -2 0
12 3 -2 0
-12 2 1 0
11 10 9 0
11 -10 9 0
-11 -10 -5 0
11 10 1 0
-11 9 -7 0
11 9 5 0
11 8 2 0
-11 -8 1 0
11 7 -6 0
11 7 -4 0
11 -7 1 0
11 -6 -4 0
11 6 4 0
11 -5 1 0
-11 -4 -2 0
-11 3 2 0
11 -3 2 0
-11 2 1 0
-11 -2 1 0
-10 -9 2 0
-10 -8 -4 0
-10 -8 2 0
-10 -7 3 0
10 6 2 0
-10 6 -1 0
10 -5 -4 0
-10 -3 -1 0
10 -3 1 0
9 -8 -4 0
-9 -8 -3 0
-9 8 -1 0
-9 -7 -5 0
9 7 -3 0
9 7 3 0
-9 -5 2 0
9 -5 1 0
-9 5 -1 0
-9 -4 3 0
-9 -4 -2 0
-9 4 1 0
-9 2 -1 0
8 7 -5 0
8 -7 4 0
-8 6 3 0
8 6 2 0
-8 -6 1 0
-8 -4 -1 0
-7 6 4 0
-7 5 4 0
-7 -5 2 0
7 -5 -2 0
7 -4 -2 0
7 -4 2 0
7 2 -1 0
-7 -2 -1 0
6 3 2 0
-6 2 -1 0
-5 3 -1 0
5 -2 -1 0
-4 -2 1 0
