p cnf 15 47
15 -14 5 0
-15 12 6 0
15 11 8 0
15 -10 -7 0
15 10 -6 0
-15 4 1 0
15 3 -2 0
-14 -13 6 0
-14 13 2 0
-14 11 9 0
14 -11 9 0
-14 11 -4 0
-14 10 7 0
14 9 5 0
-14 -9 1 0
14 8 3 0
14 6 5 0
14 -4 -3 0
-13 -12 -8 0
13 -11 -8 0
13 -11 6 0
-13 11 4 0
13 10 6 0
13 10 4 0
13 -9 4 0
-12 -10 8 0
-12 10 5 0
12 8 6 0
-12 7 5 0
-12 5 2 0
12 -5 -1 0
12 -4 1 0
11 -9 -5 0
11 9 1 0
-11 -4 -3 0
-11 2 1 0
-10 -8 -2 0
-10 5 2 0
-10 -4 -2 0
-10 3 -2 0
-10 3 2 0
-9 -7 -3 0
-9 6 3 0
-8 -4 -2 0
6 -3 1 0
-4 3 2 0
-3 2 1 0
