p cnf 13 90
13 -12 -7 0
-13 12 -5 0
-13 11 -10 0
13 -11 8 0
-13 10 -7 0
13 9 -5 0
-13 -9 2 0
-13 -8 -6 0
13 8 4 0
13 8 -2 0
-13 8 2 0
-13 -7 3 0
13 7 -3 0
13 -7 2 0
-13 6 4 0
-13 -5 2 0
-13 -3 2 0
13 3 1 0
-12 -11 10 0
12 -11 3 0
-12 11 2 0
12 -11 -1 0
12 10 6 0
12 -10 -3 0
-12 -10 3 0
12 -10 -2 0
-12 9 4 0
-12 -9 3 0
12 9 -2 0
-12 8 2 0
-12 -8 2 0
-12 7 -1 0
12 -6 -3 0
12 -5 2 0
12 -5 -2 0
12 5 -1 0
12 4 -3 0
12 4 2 0
12 4 -2 0
11 10 3 0
11 10 -2 0
-11 -9 -8 0
11 9 7 0
11 8 -4 0
11 -8 -2 0
-11 8 -1 0
-11 7 5 0
11 -7 -4 0
-11 -6 4 0
-11 3 1 0
10 9 -6 0
10 -9 -5 0
10 9 4 0
10 9 -2 0
10 8 -3 0
10 8 1 0
10 -7 4 0
10 6 5 0
9 8 -6 0
-9 8 -5 0
9 8 -3 0
9 7 -6 0
-9 7 6 0
-9 7 -4 0
-9 -6 5 0
9 6 -5 0
-9 6 -2 0
9 6 -1 0
9 -4 -2 0
-8 -7 6 0
8 -7 -4 0
-8 7 -4 0
8 6 2 0
-8 -6 -1 0
-8 -5 -1 0
-8 -4 2 0
8 4 1 0
7 6 1 0
7 5 -2 0
7 4 1 0
7 -4 1 0
7 -3 -1 0
-7 2 -1 0
6 -5 -2 0
-6 -4 3 0
-6 4 -3 0
-6 -3 -2 0
-6 2 -1 0
4 3 -2 0
-3 -2 1 0
