p cnf 15 52
-15 12 10 0
15 11 -8 0
-15 10 -9 0
15 -10 4 0
15 10 -1 0
-15 -2 -1 0
-14 -12 11 0
-14 12 10 0
14 12 -7 0
14 -10 -8 0
-14 -10 -5 0
-14 10 2 0
14 8 2 0
-14 -8 -1 0
14 -6 4 0
-14 -4 -3 0
-14 -4 3 0
14 4 2 0
-14 -4 -1 0
-13 12 -10 0
13 -10 9 0
13 -10 8 0
-13 8 3 0
-13 7 1 0
13 3 -1 0
-12 7 -4 0
12 6 3 0
12 -6 -1 0
-11 -10 -8 0
11 9 -5 0
11 -7 -6 0
10 9 7 0
-10 8 6 0
10 -8 -5 0
-10 -8 -2 0
10 8 -1 0
-10 8 1 0
-10 7 3 0
-10 6 -5 0
10 6 -2 0
-9 8 4 0
9 8 -4 0
-9 -5 -2 0
-7 6 -4 0
-7 6 2 0
7 -6 -1 0
7 -6 1 0
-7 3 -2 0
-7 -3 -1 0
-6 5 -2 0
6 5 1 0
-6 5 -1 0
