p cnf 15 75
-15 14 5 0
-15 -13 2 0
15 12 -10 0
15 -12 -9 0
-15 12 7 0
15 12 5 0
-15 -12 3 0
15 11 8 0
15 11 -8 0
-15 10 4 0
-15 -9 7 0
-15 6 -3 0
-15 5 3 0
-14 -13 -3 0
14 -12 -8 0
14 -12 -3 0
14 -12 1 0
14 -11 -10 0
-14 -8 5 0
14 8 -2 0
14 -7 -5 0
14 -7 -2 0
14 -6 -3 0
14 6 2 0
-14 -6 -1 0
-14 -3 -2 0
13 -12 10 0
13 12 8 0
-13 12 8 0
-13 -12 -2 0
-13 -12 1 0
13 12 -1 0
13 11 7 0
13 -11 1 0
13 10 2 0
13 -9 -1 0
13 8 -4 0
13 8 2 0
-13 -2 -1 0
-12 -11 10 0
12 -11 4 0
-12 -10 2 0
12 9 -7 0
12 8 -6 0
-12 8 1 0
-12 -8 -1 0
-12 6 -4 0
12 5 3 0
11 -9 8 0
-11 9 -3 0
11 8 6 0
-11 8 5 0
-11 8 2 0
-11 7 -2 0
11 -6 5 0
-11 -6 2 0
11 4 2 0
-11 3 1 0
-10 -9 -4 0
-10 9 -4 0
10 -8 -1 0
-10 -6 5 0
-10 -6 -5 0
10 -3 -2 0
-9 8 -5 0
-9 6 2 0
-8 7 4 0
8 7 4 0
-8 2 -1 0
-7 6 2 0
-6 -5 2 0
-6 -4 3 0
6 4 -2 0
6 3 2 0
-5 -3 -2 0
