p cnf 14 69
-14 13 -4 0
-14 -12 -8 0
14 -12 -3 0
-14 -12 2 0
14 11 8 0
-14 -10 -9 0
14 8 -1 0
-14 7 6 0
14 -7 -3 0
14 7 2 0
-14 7 1 0
14 -6 -4 0
-14 -6 3 0
-14 5 -1 0
14 -4 -2 0
-14 2 -1 0
13 -12 -10 0
-13 12 9 0
-13 12 2 0
13 -12 1 0
13 11 -4 0
13 10 -2 0
13 -8 7 0
13 -8 -2 0
-13 -8 -2 0
-13 7 2 0
-13 -6 -4 0
-13 -6 -2 0
-13 -5 4 0
-13 5 -3 0
-13 4 -1 0
-12 -11 9 0
12 -10 8 0
12 -9 4 0
-12 -9 -2 0
12 8 7 0
-11 10 8 0
-11 -10 -1 0
11 -9 -7 0
11 8 -5 0
11 8 -3 0
11 -8 2 0
-11 -6 2 0
-11 4 -3 0
10 -8 -6 0
-10 8 -1 0
10 -7 -6 0
10 7 -3 0
-10 -7 -2 0
10 -7 -2 0
10 -7 1 0
-10 -6 1 0
-10 5 1 0
9 -8 -5 0
-9 6 2 0
9 -5 1 0
-9 4 2 0
9 -3 -2 0
8 7 2 0
8 7 1 0
-8 -5 -4 0
8 -5 -3 0
-8 -4 3 0
-8 3 -2 0
-8 -3 -2 0
7 -6 -2 0
7 -3 -2 0
-3 -2 1 0
3 -2 1 0
