p cnf 13 50
13 11 4 0
-13 11 1 0
13 10 -9 0
-13 -10 6 0
-13 9 8 0
13 -9 -3 0
13 -9 -1 0
13 8 -5 0
13 8 -4 0
-12 -11 10 0
-12 11 -1 0
-12 10 -9 0
12 -10 -8 0
12 -9 3 0
12 -9 -1 0
-12 -8 -6 0
-12 8 -5 0
-12 8 4 0
-12 8 -3 0
12 5 -1 0
11 10 9 0
-11 -10 8 0
-11 10 7 0
-11 9 -8 0
-11 -8 6 0
11 5 3 0
11 -3 -2 0
-10 9 8 0
-10 -9 7 0
-10 -8 5 0
-10 -7 -6 0
10 -7 4 0
-10 -7 1 0
10 -7 -1 0
9 -8 -4 0
-9 -7 -2 0
9 -6 2 0
-8 7 -4 0
8 -6 -3 0
-8 -5 2 0
8 5 -1 0
-8 -4 1 0
7 6 5 0
-7 6 3 0
7 5 3 0
-7 -5 -1 0
7 5 -1 0
6 5 -1 0
6 -3 2 0
-3 -2 -1 0
