p cnf 15 47
-15 -14 5 0
15 13 -10 0
15 13 -6 0
15 12 -8 0
-15 10 6 0
-15 10 -2 0
15 9 -2 0
-15 5 4 0
15 4 1 0
-14 -12 11 0
-14 12 7 0
-14 -11 9 0
-14 11 -8 0
-14 -11 5 0
-14 -11 -5 0
14 -9 -8 0
14 9 3 0
14 8 -3 0
-14 -4 -1 0
13 -11 10 0
13 -9 1 0
-13 -8 -6 0
13 7 6 0
13 -7 -6 0
-13 5 -3 0
-12 11 -9 0
12 11 -7 0
12 11 -2 0
12 10 4 0
-12 8 -7 0
12 -8 -5 0
-12 7 3 0
12 7 2 0
-11 -7 -6 0
-11 7 -1 0
-11 5 -4 0
10 -8 3 0
10 -8 2 0
-10 -4 3 0
-10 -4 -1 0
-9 8 6 0
9 -7 4 0
-9 7 3 0
8 6 3 0
-7 6 4 0
-5 4 -3 0
4 3 -2 0
