p cnf 15 93
-15 14 12 0
-15 14 -3 0
-15 -13 -11 0
-15 13 5 0
15 13 -4 0
15 13 3 0
15 -12 5 0
15 -12 4 0
15 -11 9 0
15 11 2 0
-15 11 -1 0
-15 10 -6 0
-15 -10 -3 0
-15 -10 1 0
15 9 -2 0
15 -8 -7 0
15 -8 4 0
-15 5 2 0
-15 -4 -3 0
-14 -12 -8 0
-14 -12 -4 0
14 12 -2 0
14 11 10 0
-14 11 9 0
14 -10 -5 0
-14 -10 5 0
14 -10 3 0
-14 9 4 0
-14 9 -1 0
14 -7 5 0
14 -7 1 0
14 -6 -3 0
14 -6 -1 0
-13 -12 -8 0
13 -12 4 0
13 -11 -1 0
13 10 6 0
-13 10 -2 0
-13 10 -1 0
13 10 -1 0
-13 9 -7 0
13 8 -7 0
13 7 -5 0
13 7 4 0
13 -6 2 0
-13 5 -2 0
-12 -11 8 0
12 -11 5 0
-12 -11 4 0
-12 11 -3 0
12 -11 2 0
-12 10 -8 0
-12 10 4 0
-12 -9 -7 0
-12 -9 6 0
12 9 5 0
12 -8 6 0
12 7 6 0
-12 -7 -3 0
12 -7 -2 0
11 -10 7 0
-11 10 6 0
-11 -10 -3 0
-11 10 -3 0
11 -10 -2 0
11 9 -6 0
-11 9 -2 0
-11 -9 2 0
11 8 -6 0
11 7 3 0
-11 4 -3 0
-10 9 -8 0
10 -9 -3 0
-10 -7 -2 0
10 -7 1 0
-10 -5 2 0
10 -5 -2 0
9 -7 -4 0
-9 7 2 0
9 6 5 0
-9 -5 -1 0
9 3 -2 0
9 2 1 0
-9 -2 -1 0
-8 -7 -1 0
8 5 1 0
8 -4 1 0
-8 3 2 0
-7 6 2 0
-7 4 1 0
-6 5 4 0
-5 2 1 0
-4 -3 -2 0
