p cnf 15 117
15 14 -12 0
15 14 7 0
15 -14 -4 0
-15 14 3 0
-15 -14 1 0
-15 -14 -1 0
15 13 12 0
15 13 -10 0
15 13 10 0
-15 13 -5 0
15 -13 3 0
-15 12 -11 0
-15 -12 -8 0
15 -12 -6 0
-15 -12 1 0
15 -11 9 0
15 11 -8 0
-15 -11 -6 0
15 10 1 0
-15 -9 6 0
-15 -9 -2 0
15 7 5 0
15 -7 -4 0
-15 7 4 0
-15 -5 -3 0
15 5 -2 0
15 5 -1 0
15 5 1 0
-15 -4 -2 0
15 4 -1 0
15 2 -1 0
15 -2 -1 0
-14 -13 -11 0
14 -13 -10 0
14 13 9 0
-14 13 6 0
14 13 -4 0
14 12 9 0
-14 12 -8 0
14 12 1 0
-14 -11 3 0
14 -10 -7 0
14 10 -7 0
-14 -10 3 0
-14 10 -1 0
14 9 2 0
14 -8 6 0
-14 -8 -6 0
-14 7 -3 0
-14 -6 -5 0
-14 -6 4 0
-14 5 -1 0
14 5 -1 0
-14 2 1 0
-13 -12 -5 0
13 -12 3 0
-13 12 2 0
-13 -12 -2 0
-13 -10 -4 0
13 -10 3 0
13 9 -8 0
13 -9 -3 0
-13 8 7 0
13 -5 4 0
-13 -5 -2 0
13 5 -2 0
12 11 4 0
-12 11 -3 0
-12 11 -2 0
-12 -9 8 0
12 -9 -5 0
12 8 -1 0
-12 -7 6 0
12 -7 6 0
12 -5 -3 0
-12 -5 2 0
-12 -4 -3 0
-12 -4 1 0
11 10 5 0
11 10 -4 0
-11 10 2 0
11 -10 -2 0
11 -10 2 0
11 9 -5 0
-11 9 1 0
-11 8 5 0
11 -8 -4 0
11 8 3 0
11 -8 2 0
-11 6 -3 0
-11 -3 -1 0
11 2 1 0
10 -8 7 0
10 8 5 0
10 7 3 0
10 6 2 0
10 -5 2 0
-10 -4 -3 0
10 3 -1 0
9 -8 -6 0
-9 -8 4 0
-9 -8 -3 0
9 -7 5 0
-9 -6 5 0
9 6 -4 0
-9 -6 -2 0
-9 4 -2 0
8 7 -5 0
-8 -4 3 0
8 4 -3 0
-7 5 3 0
7 -5 2 0
5 4 1 0
5 3 2 0
5 -3 1 0
-5 2 1 0
4 2 1 0
