p cnf 14 62
-14 -11 10 0
14 -11 6 0
-14 11 -2 0
14 -10 9 0
-14 10 -7 0
14 10 7 0
-14 -9 -7 0
-14 -9 -3 0
-14 -8 -4 0
-14 -7 -4 0
14 -7 1 0
14 6 5 0
14 5 -3 0
13 -12 11 0
-13 12 -6 0
13 12 -5 0
-13 -12 -1 0
13 11 -5 0
13 -7 5 0
-13 7 -2 0
-13 -4 3 0
13 4 -2 0
13 -4 -1 0
-12 11 5 0
-12 11 -5 0
-12 10 6 0
-12 10 2 0
-12 9 -6 0
-12 9 -5 0
12 -9 4 0
-12 -8 6 0
-12 -8 -4 0
-12 7 3 0
12 3 -2 0
11 10 -4 0
11 -9 -5 0
-11 -6 3 0
11 6 -1 0
-10 9 5 0
10 -9 -5 0
-10 9 -3 0
-10 9 2 0
-10 8 -7 0
-10 7 4 0
10 -6 5 0
-10 -5 2 0
-10 -5 1 0
10 -3 2 0
-10 2 1 0
-10 -2 -1 0
9 -8 -4 0
-9 7 6 0
9 -7 3 0
9 -5 -3 0
9 -4 -3 0
9 3 1 0
-8 -4 -2 0
7 6 -2 0
-7 2 -1 0
6 5 -3 0
-6 2 1 0
5 3 1 0
