p cnf 15 112
-15 14 -11 0
15 -14 -8 0
15 -14 7 0
-15 -14 -2 0
15 -13 2 0
15 13 1 0
-15 -12 -8 0
-15 12 4 0
-15 9 8 0
15 9 1 0
-15 8 -5 0
15 7 -5 0
-15 -7 2 0
-15 6 5 0
-15 -6 -1 0
-15 5 -3 0
15 -4 3 0
-15 -4 1 0
-15 -3 1 0
14 13 -10 0
-14 13 -7 0
14 13 -6 0
14 -13 -5 0
-14 -13 -3 0
-14 12 10 0
-14 12 9 0
14 -12 4 0
-14 12 4 0
14 11 10 0
14 -11 -2 0
-14 10 -8 0
-14 10 -2 0
-14 9 4 0
-14 9 3 0
14 9 -2 0
-14 9 2 0
14 9 2 0
14 6 5 0
14 5 3 0
-14 -4 -1 0
-14 3 2 0
14 3 1 0
13 -11 -10 0
-13 11 -9 0
13 11 -5 0
-13 11 -5 0
-13 -11 3 0
-13 10 -6 0
13 10 -6 0
13 -10 5 0
13 10 -4 0
13 -8 5 0
13 -8 -3 0
-13 7 3 0
13 -5 -3 0
13 -3 2 0
-12 11 -10 0
12 -11 -6 0
-12 11 1 0
-12 -10 -7 0
12 10 5 0
12 -9 6 0
12 -9 -3 0
-12 -9 -1 0
-12 8 7 0
12 -8 4 0
12 -8 3 0
-12 7 -2 0
-12 6 -2 0
-12 4 3 0
-12 4 1 0
-12 3 -1 0
-12 -2 -1 0
11 -10 8 0
-11 10 -5 0
-11 10 -2 0
11 9 -1 0
11 8 6 0
-11 8 5 0
11 -8 -1 0
-11 6 5 0
11 6 -2 0
11 6 2 0
-10 9 -8 0
10 -9 8 0
-10 -9 2 0
-10 9 1 0
-10 -6 5 0
10 -6 4 0
10 -6 1 0
10 4 2 0
9 8 4 0
-9 -8 -2 0
9 -6 -4 0
-9 -6 -4 0
-9 6 -1 0
-8 -7 -4 0
-8 -7 -1 0
8 6 -1 0
-8 -5 4 0
-8 5 -3 0
8 -3 2 0
-7 -5 3 0
7 -5 2 0
-7 5 -2 0
6 -5 -3 0
6 -2 1 0
-5 -3 -2 0
-5 -2 1 0
4 -3 -2 0
4 3 1 0
-4 -2 1 0
