p cnf 14 61
-14 -12 11 0
-14 11 10 0
-14 11 -6 0
-14 9 1 0
14 8 -7 0
14 -7 -4 0
-14 5 4 0
-14 3 -2 0
14 -3 -2 0
-13 -12 -11 0
13 12 -2 0
-13 12 1 0
13 11 -8 0
-13 -10 -6 0
13 -9 -8 0
-13 -9 -5 0
13 -9 -5 0
13 8 -5 0
-13 -7 2 0
13 7 1 0
13 -6 4 0
-13 6 3 0
13 -6 -2 0
-13 -5 -1 0
-12 -11 8 0
12 11 -3 0
12 11 -1 0
-12 10 6 0
-12 8 7 0
12 8 -6 0
-12 7 4 0
12 -7 3 0
-12 -6 -5 0
12 6 3 0
12 6 2 0
-11 -10 -2 0
11 6 -5 0
-11 6 2 0
11 4 1 0
-10 -9 3 0
10 -8 -2 0
10 -7 -6 0
-10 6 -1 0
10 -5 -4 0
-10 5 3 0
10 4 2 0
-9 -8 2 0
-9 8 1 0
-9 -3 -2 0
-9 2 1 0
8 4 -3 0
-7 -6 2 0
7 6 1 0
7 5 -3 0
6 4 2 0
6 -3 -2 0
-6 -3 -1 0
-5 -4 3 0
-5 -3 2 0
5 2 -1 0
3 2 1 0
