p cnf 15 117
-15 14 11 0
-15 14 -9 0
15 14 -5 0
15 -12 10 0
15 -12 6 0
15 -12 -4 0
-15 -11 5 0
15 10 2 0
-15 -10 -1 0
-15 9 8 0
-15 -9 5 0
15 -9 2 0
-15 -7 6 0
-15 -7 -2 0
-15 7 2 0
-15 -4 -2 0
-15 4 -1 0
14 13 -10 0
14 -12 11 0
14 12 -11 0
14 -12 9 0
-14 12 5 0
14 -12 -2 0
14 11 -8 0
14 -11 2 0
-14 -10 -4 0
-14 8 -7 0
14 -8 -6 0
-14 -7 6 0
14 -7 4 0
-14 7 -1 0
-14 6 -5 0
-14 4 -2 0
14 4 -1 0
-14 -3 -2 0
-14 3 1 0
-14 -2 -1 0
13 12 -9 0
13 -12 -6 0
13 -12 -4 0
13 12 1 0
13 -11 8 0
13 11 -4 0
13 11 2 0
13 11 -1 0
-13 10 9 0
13 10 -5 0
13 -10 -3 0
-13 -9 -8 0
-13 9 -6 0
13 9 -5 0
13 9 4 0
13 9 -4 0
13 9 -3 0
-13 9 -1 0
-13 -8 4 0
13 7 6 0
13 -6 4 0
13 6 4 0
-13 5 -1 0
13 4 -2 0
12 -11 -10 0
12 11 9 0
-12 -11 8 0
-12 -11 6 0
-12 11 -2 0
-12 -10 -4 0
12 10 -3 0
12 -9 -5 0
12 -9 -3 0
12 -8 -1 0
-12 -7 5 0
12 -6 3 0
-12 -3 1 0
11 -10 6 0
11 10 -3 0
11 -10 1 0
-11 8 -4 0
11 -7 -3 0
11 6 4 0
11 6 -4 0
11 -4 -1 0
-10 -9 -4 0
-10 -9 -2 0
10 -8 4 0
10 -8 -3 0
10 -7 -6 0
-10 6 5 0
-10 6 4 0
-10 6 -3 0
10 6 -1 0
-10 -3 -2 0
10 -3 2 0
-10 -3 1 0
10 2 1 0
9 8 3 0
-9 7 4 0
9 7 -4 0
-9 -6 -5 0
-8 7 -5 0
-8 6 -3 0
8 -5 2 0
-8 4 -2 0
7 -5 -3 0
-7 -4 -3 0
-7 -3 -1 0
-6 4 -2 0
-6 -4 -2 0
6 -4 1 0
-6 -4 -1 0
6 3 -1 0
5 -4 3 0
-5 -4 -3 0
-5 4 2 0
5 4 -1 0
-5 -2 -1 0
3 -2 1 0
