p cnf 15 64
-15 -13 -3 0
-15 -13 2 0
15 -12 -9 0
-15 11 -10 0
-15 -10 1 0
15 7 -6 0
15 7 2 0
-15 -5 1 0
15 -4 2 0
15 3 -1 0
15 3 1 0
14 -13 -8 0
14 13 -1 0
14 -12 10 0
-14 12 -3 0
-14 -12 1 0
14 11 -7 0
-14 -9 -7 0
-14 9 -5 0
14 -9 1 0
-14 9 -1 0
14 8 -7 0
-14 8 -7 0
14 -7 -3 0
-14 -5 -3 0
-13 12 -10 0
-13 -11 5 0
-13 -10 -8 0
-13 10 -5 0
-13 -10 2 0
-13 9 -8 0
-13 9 2 0
-13 -8 -6 0
13 7 1 0
13 -4 -2 0
-13 2 1 0
-12 10 7 0
-12 -8 -5 0
12 8 -4 0
-12 -7 5 0
-12 6 -4 0
11 -10 7 0
-11 -10 7 0
11 9 2 0
-11 -5 -4 0
11 -5 3 0
11 -3 2 0
10 -9 -6 0
-10 -9 -1 0
-10 -8 3 0
-10 8 -3 0
-10 -7 -4 0
10 5 -2 0
-9 -5 2 0
9 4 -2 0
9 -2 -1 0
8 6 1 0
8 -5 -3 0
-8 -5 -3 0
-7 6 4 0
-7 -6 -1 0
-7 -5 -3 0
-7 3 1 0
5 4 2 0
