p cnf 15 51
15 14 11 0
15 14 4 0
-15 14 -2 0
15 -13 11 0
-15 12 8 0
15 -8 -6 0
15 -8 -5 0
15 -8 -3 0
-15 -8 -3 0
-15 8 2 0
-15 -7 2 0
-15 6 4 0
15 5 -3 0
-15 4 1 0
14 13 -5 0
14 13 -4 0
-14 13 -2 0
-14 7 6 0
-14 5 3 0
-13 -12 4 0
-13 -9 4 0
13 8 5 0
-13 8 4 0
13 7 -5 0
-13 -5 -3 0
-12 -10 2 0
-12 -9 8 0
12 8 7 0
-12 4 2 0
-11 -10 9 0
-11 -10 6 0
-11 9 5 0
-11 -7 6 0
-11 -7 2 0
-11 5 -3 0
-11 -5 2 0
-10 -8 -7 0
10 -8 5 0
-10 7 -4 0
-10 7 -2 0
10 7 2 0
-10 -5 2 0
9 5 3 0
-8 -7 -6 0
-8 -6 -3 0
8 4 1 0
7 -4 3 0
7 4 2 0
-6 5 -1 0
5 -3 -2 0
-5 3 1 0
