p cnf 14 53
14 13 10 0
-14 -13 4 0
-14 12 -8 0
14 -12 3 0
-14 -11 5 0
-14 9 -8 0
14 -8 -6 0
-14 8 1 0
-14 7 1 0
14 -4 -2 0
13 12 -11 0
13 -12 9 0
-13 12 8 0
-13 -12 2 0
13 -11 -8 0
13 -10 -5 0
13 -9 -8 0
-13 -8 -7 0
13 -8 -6 0
-13 7 -6 0
13 -5 4 0
-13 -5 3 0
-12 -10 -8 0
-12 -10 6 0
12 -10 -1 0
-12 9 6 0
-12 9 -3 0
12 8 -1 0
12 6 2 0
-11 -6 5 0
-10 9 6 0
-10 9 3 0
-10 9 -3 0
-10 8 -3 0
-10 7 -5 0
-10 7 -4 0
-10 -7 4 0
10 7 1 0
10 -7 -1 0
-10 5 -3 0
10 5 2 0
-10 -5 -1 0
10 3 1 0
-10 -2 1 0
9 -8 5 0
9 -5 4 0
-9 5 1 0
9 4 1 0
8 7 -3 0
8 -7 2 0
7 -6 -3 0
-7 -3 -1 0
-5 2 1 0
