p cnf 14 59
-14 13 -1 0
14 12 -10 0
-14 -12 9 0
14 12 1 0
14 11 -10 0
-14 -11 -6 0
14 11 5 0
-14 11 3 0
14 9 4 0
14 -8 -3 0
-14 8 -2 0
-14 -8 2 0
14 5 -3 0
14 -5 2 0
-14 4 -3 0
-13 12 10 0
13 12 -10 0
13 12 7 0
-13 11 8 0
-13 11 -7 0
13 -10 -5 0
-13 -9 -4 0
13 -7 -2 0
-13 7 -2 0
13 -6 3 0
-13 5 -3 0
12 11 8 0
-12 8 -5 0
12 -8 -2 0
-12 7 5 0
-12 7 2 0
-12 5 -2 0
-12 -4 3 0
-12 4 1 0
-11 -10 5 0
-11 8 -4 0
-11 8 -1 0
11 7 -2 0
11 -5 -3 0
11 -3 -2 0
11 3 1 0
10 8 5 0
-10 8 5 0
10 6 2 0
10 -5 -3 0
-10 -5 3 0
10 4 -2 0
10 -2 1 0
-9 8 2 0
-8 -6 -5 0
8 -6 4 0
-8 -6 1 0
7 -6 3 0
-7 -6 1 0
7 -3 -2 0
-6 -4 1 0
-6 -3 -2 0
-5 4 3 0
5 3 2 0
