p cnf 13 79
-13 -12 7 0
-13 12 3 0
13 -11 -9 0
13 -9 -8 0
13 9 5 0
13 -9 3 0
13 -9 1 0
-13 -8 -3 0
-13 -7 5 0
-13 6 5 0
-13 -6 -4 0
13 5 -2 0
-13 4 -2 0
13 -3 -2 0
-13 3 -1 0
-13 2 -1 0
-12 11 3 0
12 -9 8 0
12 -9 6 0
-12 9 6 0
-12 -9 4 0
-12 -9 -4 0
12 8 5 0
12 8 -2 0
12 7 -5 0
-12 -7 4 0
-12 6 4 0
12 6 4 0
12 -5 2 0
12 -4 -2 0
12 -4 1 0
12 -3 1 0
11 10 -4 0
-11 10 -4 0
-11 9 7 0
-11 8 3 0
11 -8 2 0
11 -4 1 0
10 9 3 0
-10 -8 7 0
10 7 -6 0
-10 -7 4 0
10 -7 -3 0
10 7 -1 0
-10 -7 1 0
10 -6 5 0
10 -6 1 0
-10 -5 3 0
10 5 -3 0
10 -5 3 0
10 5 -2 0
10 5 -1 0
10 -3 2 0
-10 3 1 0
10 -2 1 0
9 8 -5 0
-9 7 6 0
-9 -7 5 0
-9 -7 4 0
-9 -7 -3 0
-9 -7 2 0
9 7 -2 0
-9 -7 1 0
9 -6 -5 0
-9 5 -1 0
8 7 -3 0
-8 7 1 0
-8 -6 -1 0
-8 5 3 0
8 -5 2 0
8 4 -2 0
8 -4 -1 0
8 -2 1 0
7 -6 2 0
-7 -6 2 0
-6 -5 -1 0
6 2 -1 0
-5 -4 -2 0
4 3 -1 0
