p cnf 15 48
15 13 1 0
15 -12 11 0
-15 11 -9 0
15 11 -8 0
15 -10 4 0
15 8 -4 0
15 -6 5 0
-15 6 -2 0
-14 12 10 0
-14 -12 6 0
-14 12 -2 0
14 12 1 0
-14 -11 8 0
14 -11 -1 0
14 -10 -8 0
14 10 3 0
-14 9 2 0
14 8 2 0
-14 -8 -1 0
-14 -7 -1 0
-13 12 -10 0
-13 12 -7 0
13 -12 -3 0
13 12 -2 0
-13 -11 -4 0
-13 -10 6 0
-13 7 1 0
-13 5 1 0
-13 3 2 0
13 3 -1 0
-11 -8 5 0
11 -7 -6 0
-11 -5 -2 0
11 2 -1 0
10 9 7 0
-10 9 -1 0
-10 7 3 0
-10 6 -5 0
9 -7 4 0
-8 -6 5 0
-7 6 2 0
7 -6 -1 0
7 -6 1 0
-7 -4 3 0
-7 3 -2 0
6 5 1 0
-6 5 -1 0
5 4 -1 0
