p cnf 15 98
-15 14 -7 0
-15 14 7 0
-15 14 3 0
15 -14 -2 0
-15 -13 -3 0
15 12 3 0
-15 11 9 0
-15 -10 8 0
15 10 7 0
-15 -10 3 0
-15 9 -7 0
15 -9 4 0
-15 -9 3 0
-15 -8 2 0
15 -7 -6 0
-15 -7 -5 0
15 5 -2 0
15 5 -1 0
-15 -3 -2 0
14 13 -8 0
14 -13 -5 0
-14 -13 -1 0
14 12 3 0
14 -12 -3 0
-14 11 -10 0
14 11 -8 0
14 -11 -1 0
-14 -11 1 0
14 10 -9 0
-14 10 9 0
14 10 -3 0
-14 9 6 0
14 -9 4 0
14 7 5 0
14 6 -5 0
-14 -6 -4 0
-14 6 -4 0
-14 5 2 0
-14 4 3 0
-14 -3 1 0
-13 12 3 0
13 11 -7 0
-13 11 6 0
-13 -10 -9 0
13 -10 5 0
13 -10 1 0
13 9 4 0
-13 9 -3 0
-13 -9 -1 0
-13 -8 -4 0
-13 7 6 0
13 -7 1 0
-13 -5 2 0
-13 3 -2 0
-12 11 -7 0
-12 10 -8 0
-12 -10 -7 0
12 -8 -2 0
12 7 -5 0
12 -7 2 0
12 -4 3 0
12 4 3 0
-11 -10 -7 0
-11 -10 -5 0
11 -10 -4 0
11 -10 2 0
11 -9 -3 0
11 8 -4 0
11 -8 -2 0
-11 7 -3 0
-11 -6 3 0
-11 -3 2 0
11 -2 -1 0
-10 9 -6 0
-10 -7 4 0
10 -6 4 0
-9 8 7 0
-9 8 -1 0
-9 -7 3 0
9 7 2 0
9 -4 -3 0
-9 4 2 0
-9 4 1 0
9 -3 -1 0
-8 -7 6 0
-8 -7 3 0
8 7 2 0
-8 6 4 0
8 5 -3 0
-8 5 -1 0
8 4 -2 0
7 4 1 0
6 4 1 0
5 -4 3 0
-5 3 2 0
5 3 -1 0
-4 -3 -2 0
4 3 -1 0
