p cnf 15 47
15 14 -12 0
-15 14 -7 0
-15 -14 -1 0
-15 13 6 0
-15 13 5 0
15 -12 9 0
-15 12 -9 0
15 -11 -7 0
15 10 -4 0
-15 2 1 0
-14 -13 3 0
14 11 -9 0
14 -9 7 0
14 7 -4 0
-14 -4 2 0
14 -4 -1 0
-14 2 -1 0
-13 11 8 0
-13 -11 3 0
-13 -11 -2 0
13 -10 -7 0
-13 -10 -7 0
13 -9 7 0
-13 -8 -3 0
-12 11 3 0
12 -10 3 0
-12 9 -8 0
-12 -9 -7 0
12 8 3 0
-12 8 -2 0
-12 -6 -3 0
-11 9 7 0
11 9 -3 0
-11 -8 5 0
11 -4 -3 0
-11 2 1 0
10 9 -1 0
-10 6 -4 0
10 5 4 0
10 4 3 0
-10 -3 -2 0
-9 8 2 0
9 -5 2 0
-9 5 1 0
8 -4 2 0
-7 -3 -2 0
7 3 -1 0
