p cnf 15 56
-15 12 1 0
-15 -11 -7 0
15 -10 -2 0
-15 9 -8 0
-15 -9 7 0
15 -9 -6 0
-15 9 -6 0
15 -9 2 0
15 6 -5 0
15 5 -3 0
-15 5 2 0
15 -4 2 0
-15 -3 2 0
14 -13 -8 0
-14 13 -7 0
-14 -13 -6 0
-14 -11 -7 0
14 -11 -3 0
14 10 6 0
-14 8 3 0
-14 -6 5 0
-14 6 -1 0
14 6 -1 0
14 -5 -4 0
-14 -5 -4 0
13 12 -7 0
-13 -12 1 0
-13 -11 3 0
-13 -10 -4 0
-13 9 8 0
-13 8 7 0
13 8 -5 0
-13 -8 -1 0
-13 7 4 0
-13 -7 -2 0
13 -4 2 0
-12 11 -7 0
-12 10 -6 0
12 10 5 0
-12 -7 -5 0
-11 7 6 0
11 -7 -6 0
11 -6 1 0
-11 -3 -2 0
11 3 1 0
-10 9 6 0
10 9 5 0
-10 9 1 0
10 -7 -3 0
-10 -6 1 0
-10 -4 -2 0
-10 3 2 0
9 -8 4 0
-9 5 -1 0
9 -5 -1 0
8 7 -6 0
