p cnf 15 83
-15 14 10 0
15 14 -4 0
-15 14 -3 0
15 -13 -2 0
-15 11 10 0
-15 -11 -9 0
15 -10 3 0
15 -9 7 0
-15 9 4 0
-15 -7 2 0
-15 -6 1 0
-14 -13 11 0
14 13 11 0
-14 13 -9 0
-14 13 -1 0
14 -13 -1 0
-14 12 -11 0
-14 -12 -2 0
14 -11 5 0
14 10 5 0
-14 10 3 0
-14 -8 2 0
14 -8 1 0
-14 7 3 0
14 7 1 0
14 -5 -4 0
14 -5 4 0
-14 -5 -3 0
-14 3 -1 0
13 -12 -8 0
-13 -12 5 0
-13 -11 4 0
13 -11 -3 0
13 11 -2 0
-13 10 -5 0
13 -10 3 0
13 -9 -6 0
13 -9 2 0
-13 -8 -2 0
13 8 2 0
-13 7 -1 0
13 -6 -3 0
13 -6 3 0
-13 -4 2 0
-12 -10 9 0
-12 10 4 0
12 -10 -3 0
12 9 5 0
12 -8 6 0
12 -7 -5 0
12 7 -3 0
-12 7 -1 0
-12 -6 5 0
12 6 5 0
12 5 -3 0
12 -5 1 0
-12 4 2 0
-12 4 -2 0
-12 -4 -1 0
-11 9 6 0
11 7 3 0
11 6 -4 0
-11 -6 -2 0
11 5 4 0
11 4 -1 0
-11 -4 -1 0
11 -2 -1 0
-10 -8 -4 0
-10 7 2 0
-10 7 1 0
9 -8 3 0
9 7 5 0
9 5 -4 0
-9 5 -3 0
-9 -4 -3 0
-8 7 5 0
7 -5 2 0
-7 5 1 0
7 4 1 0
-6 -5 -2 0
-6 -4 3 0
-5 4 -3 0
-5 4 1 0
