p cnf 15 106
-15 14 7 0
-15 14 -6 0
-15 -14 -4 0
15 -13 1 0
-15 12 -11 0
-15 12 9 0
15 -12 -1 0
-15 11 5 0
-15 11 -4 0
15 11 1 0
15 10 4 0
15 10 -4 0
-15 9 3 0
-15 8 -4 0
15 8 -3 0
-15 -7 6 0
15 -7 6 0
-15 5 3 0
-14 -13 -8 0
14 12 -10 0
14 -12 -3 0
14 12 -1 0
-14 11 9 0
-14 11 -4 0
14 11 -3 0
-14 -10 6 0
-14 -9 -3 0
14 9 1 0
14 -8 2 0
14 7 1 0
14 -6 5 0
14 6 -2 0
-14 -3 2 0
-13 -12 -3 0
13 12 -1 0
-13 -11 -1 0
13 10 4 0
-13 10 3 0
-13 -9 -8 0
-13 -9 1 0
13 7 -6 0
-13 7 1 0
-13 -6 2 0
13 6 -1 0
-13 -6 1 0
13 -5 2 0
-13 -5 1 0
-13 -4 3 0
12 -11 -9 0
-12 11 -7 0
12 11 6 0
-12 11 -1 0
12 10 -6 0
12 -10 -4 0
-12 10 2 0
12 -9 -6 0
12 9 -1 0
-12 -8 -4 0
12 -8 -2 0
-12 -7 6 0
12 7 6 0
-12 6 -5 0
12 6 -4 0
-12 6 1 0
-12 -6 -1 0
-12 -5 -4 0
12 -3 2 0
-11 10 7 0
-11 10 -5 0
11 -10 -4 0
11 8 -7 0
-11 8 2 0
-11 -7 -1 0
11 5 -2 0
-11 4 1 0
-11 3 2 0
11 3 -1 0
-10 9 -8 0
-10 -9 7 0
10 9 6 0
-10 -8 5 0
10 -8 -4 0
10 8 1 0
-10 7 -1 0
10 -6 1 0
10 -3 -2 0
-9 -8 -5 0
-9 -6 -5 0
-9 6 4 0
-9 -6 -3 0
-9 -6 -2 0
9 5 -1 0
-9 2 1 0
-8 7 -3 0
8 -6 2 0
7 -5 -2 0
7 5 1 0
7 -4 2 0
-7 2 -1 0
-6 5 1 0
-6 -2 -1 0
-6 2 1 0
5 -4 -1 0
-5 -3 -2 0
-5 2 1 0
-4 -3 1 0
