p cnf 14 104
-14 13 11 0
14 -13 6 0
-14 -13 -4 0
14 -13 1 0
14 -12 -10 0
14 -11 -10 0
-14 11 -7 0
-14 -11 -6 0
-14 11 3 0
14 -10 7 0
-14 10 7 0
14 10 6 0
14 -10 -3 0
14 10 3 0
-14 9 5 0
-14 9 3 0
14 -9 1 0
-14 8 5 0
14 -8 4 0
-14 -8 -4 0
-14 7 5 0
-14 -7 -5 0
-14 7 -1 0
14 6 -5 0
-14 6 5 0
14 -6 -1 0
14 5 2 0
-14 -4 -1 0
14 4 -1 0
-14 -3 1 0
-13 -12 6 0
-13 12 -6 0
-13 -11 9 0
-13 11 -3 0
13 11 2 0
-13 11 1 0
13 -10 -3 0
-13 -9 8 0
-13 8 -7 0
13 -8 -4 0
-13 8 3 0
13 -7 -6 0
13 -7 5 0
-13 7 -2 0
-13 -6 -4 0
-13 6 -1 0
-13 -5 -2 0
13 4 -3 0
-12 -11 -1 0
12 10 -7 0
-12 -10 7 0
-12 -8 6 0
12 -8 1 0
12 7 5 0
-12 -7 1 0
-12 6 5 0
-12 6 -1 0
-12 -5 1 0
-12 4 -2 0
-12 -3 -2 0
-12 -3 -1 0
11 10 -4 0
-11 10 -4 0
11 9 4 0
11 -9 -1 0
-11 8 7 0
11 -8 4 0
-11 -7 -6 0
-11 7 3 0
11 7 -3 0
-11 6 3 0
-11 -5 4 0
11 5 1 0
-11 -4 -3 0
11 -4 -2 0
11 3 -2 0
11 -3 1 0
-10 9 8 0
10 9 6 0
10 -9 -5 0
-10 -9 -2 0
-10 -8 5 0
-10 -8 -3 0
10 -7 6 0
10 -6 5 0
10 5 4 0
10 -5 -4 0
-10 4 3 0
-10 -4 2 0
9 -7 4 0
-9 2 1 0
8 4 -3 0
-8 4 3 0
-8 -4 -3 0
-8 4 1 0
-8 3 1 0
-7 -6 -2 0
-6 4 -2 0
-6 -3 2 0
-6 -3 1 0
-5 -4 -3 0
-4 -3 1 0
-4 -2 1 0
-3 -2 -1 0
