p cnf 13 54
13 -11 5 0
-13 -11 -1 0
13 10 8 0
13 10 -1 0
13 9 -5 0
13 9 4 0
-13 8 -2 0
13 -7 -5 0
13 7 -5 0
-13 -6 5 0
-13 6 2 0
13 -5 1 0
12 -11 5 0
-12 -11 4 0
-12 11 -2 0
-12 -9 7 0
12 -9 3 0
-12 -9 3 0
-12 -9 -1 0
-12 -6 -1 0
-12 6 -1 0
12 -5 2 0
12 3 -1 0
-12 -3 -1 0
11 8 2 0
-11 -8 1 0
11 -6 -5 0
-11 -6 2 0
11 -5 -2 0
11 3 -2 0
10 9 -1 0
-10 -8 -4 0
10 -8 -3 0
10 8 -2 0
10 7 -3 0
-10 -6 5 0
10 6 5 0
10 6 3 0
9 8 -7 0
-9 7 4 0
-9 7 3 0
-9 -7 -3 0
9 -6 -4 0
-9 5 3 0
9 5 -3 0
9 3 2 0
8 6 -5 0
8 6 1 0
8 -5 -1 0
-8 4 -1 0
-7 4 -1 0
6 5 -3 0
-5 3 1 0
-4 3 -1 0
