p cnf 15 70
-15 14 -1 0
15 13 11 0
-15 13 -5 0
-15 13 -3 0
-15 -12 3 0
-15 -11 1 0
-15 -10 1 0
15 -9 5 0
-15 9 -4 0
-15 8 6 0
15 -8 5 0
-15 -7 -5 0
15 6 -2 0
-15 5 -3 0
-14 13 10 0
14 -13 -2 0
14 12 -11 0
14 11 -9 0
14 -10 -2 0
14 -8 -6 0
-14 -8 4 0
-14 -8 -3 0
-14 -7 -6 0
14 -7 4 0
-14 7 -2 0
-14 -5 -2 0
14 3 -2 0
-13 10 -7 0
-13 9 -4 0
13 9 -4 0
13 7 -3 0
-13 -7 -3 0
-13 -7 -2 0
13 -5 2 0
-12 11 -3 0
-12 11 1 0
12 -10 -2 0
-12 -9 8 0
-12 -9 -6 0
12 -8 -5 0
12 -8 4 0
12 -8 1 0
-12 -7 -5 0
12 6 4 0
-12 -5 -2 0
11 10 -7 0
11 10 4 0
-11 -9 7 0
11 -5 1 0
-10 8 6 0
-10 8 4 0
-10 -8 4 0
-10 8 2 0
-10 7 -6 0
10 -7 -5 0
10 7 5 0
9 8 3 0
9 -8 -2 0
-9 -7 4 0
-9 7 -1 0
9 -4 -1 0
8 7 1 0
8 -5 4 0
-8 -5 1 0
-8 5 1 0
-6 4 -3 0
-6 -3 2 0
-6 -2 1 0
5 -4 2 0
5 -3 -2 0
