p cnf 12 62
12 -11 5 0
12 -11 4 0
-12 11 -1 0
-12 10 9 0
-12 -10 -1 0
-12 9 7 0
-12 -9 5 0
12 -9 -5 0
-12 9 4 0
-12 7 -1 0
12 -5 -2 0
-12 5 -2 0
-12 -5 1 0
12 -4 -3 0
12 -4 -1 0
-11 10 3 0
11 -9 5 0
11 9 2 0
11 9 -2 0
11 8 -7 0
-11 8 3 0
-11 -5 4 0
11 -5 -1 0
11 4 -3 0
11 2 1 0
-10 -9 -6 0
-10 9 4 0
-10 8 6 0
10 8 -2 0
-10 -8 1 0
-10 7 5 0
10 7 -5 0
-10 7 -4 0
10 5 3 0
-10 3 2 0
-10 -2 -1 0
-9 7 -1 0
9 -6 3 0
-9 4 -3 0
-9 -4 2 0
9 4 2 0
-9 4 -1 0
8 6 -3 0
-8 6 1 0
-8 5 -3 0
8 -5 1 0
8 4 2 0
-8 -4 1 0
8 3 2 0
-8 -2 -1 0
-7 -5 3 0
-7 5 -1 0
-7 -5 -1 0
-7 3 1 0
6 -5 4 0
-6 -5 -3 0
-6 -2 -1 0
5 -4 -3 0
-5 -4 3 0
-5 -4 -2 0
-4 -2 -1 0
4 -2 -1 0
