p cnf 15 118
15 14 10 0
15 -14 5 0
15 -14 3 0
15 -14 -2 0
-15 13 12 0
15 13 -12 0
-15 13 6 0
-15 -13 4 0
15 -13 2 0
-15 -12 8 0
15 12 -7 0
-15 12 3 0
15 -11 10 0
15 11 -10 0
15 11 7 0
-15 11 -4 0
15 11 4 0
15 -11 -3 0
15 -10 8 0
-15 -10 7 0
15 10 -7 0
15 10 6 0
15 10 -1 0
15 -9 -6 0
15 -9 5 0
-15 8 7 0
-15 -8 6 0
15 -8 5 0
15 -7 4 0
-15 6 -2 0
-15 6 -1 0
14 13 -12 0
-14 -13 -8 0
14 12 -10 0
-14 -12 5 0
14 -10 6 0
-14 -10 -6 0
14 -9 -5 0
-14 9 1 0
-14 8 -1 0
-14 -7 -5 0
-14 -7 -4 0
14 7 4 0
14 6 4 0
-14 -6 4 0
14 -6 3 0
14 5 3 0
-14 -4 -3 0
14 3 1 0
13 12 -11 0
-13 12 2 0
13 11 -7 0
13 10 -1 0
13 -9 -8 0
13 -8 4 0
-13 8 3 0
-13 8 -1 0
13 7 -6 0
13 -7 -5 0
-13 -7 5 0
-13 7 -3 0
13 6 1 0
-13 -5 -3 0
13 5 -1 0
-13 2 1 0
-13 2 -1 0
12 -11 -10 0
-12 11 -10 0
-12 -11 8 0
12 11 7 0
-12 -11 -7 0
12 11 6 0
-12 11 2 0
-12 -11 -2 0
12 10 -9 0
12 -9 -5 0
12 -8 4 0
-12 -7 -1 0
12 -6 -2 0
-12 4 3 0
12 -4 2 0
-11 8 4 0
11 8 3 0
-11 8 2 0
-11 -7 -6 0
11 -7 -2 0
-11 5 2 0
-11 3 1 0
-10 9 5 0
-10 -9 4 0
10 -8 -7 0
10 -8 4 0
10 7 6 0
10 7 -3 0
-10 -7 3 0
10 -7 1 0
-10 6 3 0
-10 4 1 0
-9 8 6 0
9 -8 -4 0
9 -8 4 0
9 -8 3 0
9 8 1 0
9 7 -6 0
9 -7 -1 0
-9 -6 3 0
-9 5 3 0
-9 -3 -2 0
9 -3 -1 0
8 -5 -4 0
7 -6 -5 0
7 6 -4 0
7 -5 3 0
-7 5 1 0
-7 -4 -3 0
-7 -4 1 0
7 -3 2 0
-6 3 -2 0
