p cnf 14 65
-14 13 9 0
-14 -12 9 0
14 12 -9 0
-14 -11 -4 0
-14 -9 -3 0
14 5 -4 0
14 -5 -3 0
14 4 -2 0
14 -4 1 0
-13 12 4 0
-13 -12 -1 0
13 -11 1 0
13 10 -8 0
13 -10 6 0
-13 9 -5 0
-13 9 1 0
-13 -8 6 0
13 8 -3 0
-13 -6 3 0
13 5 -3 0
13 -5 1 0
13 3 1 0
12 11 -6 0
-12 -11 5 0
-12 11 -4 0
-12 -10 8 0
12 -10 -4 0
-12 -10 3 0
12 10 -1 0
-12 -9 -1 0
12 8 7 0
-12 -8 -3 0
-12 -8 2 0
-12 2 -1 0
-11 -10 8 0
-11 9 -8 0
11 -9 -3 0
-11 9 1 0
-11 -7 -6 0
-11 -7 -4 0
-11 6 -3 0
-11 -4 3 0
10 -9 -4 0
-10 -9 -3 0
10 8 -3 0
-10 -7 -1 0
-10 5 -1 0
-10 2 -1 0
-9 8 -7 0
9 -8 6 0
9 -8 -1 0
-9 7 -1 0
-9 6 -4 0
9 -6 -1 0
9 5 -2 0
8 7 6 0
8 7 -2 0
7 -6 3 0
7 -4 -2 0
7 -4 2 0
7 -2 -1 0
6 -3 -2 0
6 -2 -1 0
5 4 3 0
-5 3 -2 0
