p cnf 15 56
-15 14 -10 0
15 -14 -9 0
-15 14 1 0
-15 -13 6 0
-15 13 -5 0
-15 -13 -4 0
-15 -12 -9 0
-15 12 8 0
15 -11 -9 0
15 10 6 0
15 -10 5 0
15 -9 4 0
-15 -8 -4 0
-15 -6 5 0
15 -4 -2 0
-14 -13 -1 0
14 10 4 0
-14 9 -2 0
-14 5 3 0
-14 -4 -1 0
-13 -11 8 0
13 11 7 0
-13 7 3 0
13 7 1 0
-13 6 -1 0
12 10 1 0
12 9 8 0
12 9 4 0
12 -8 -7 0
12 -8 2 0
12 -6 -2 0
-12 2 1 0
-11 9 -7 0
-11 9 -2 0
11 8 3 0
11 7 -1 0
11 6 3 0
11 6 -3 0
10 -9 3 0
10 8 -3 0
-10 7 4 0
10 -4 -3 0
-9 8 3 0
-9 8 1 0
9 7 3 0
9 -6 -3 0
9 -3 1 0
-8 -7 4 0
-8 -4 3 0
8 3 -2 0
8 -2 1 0
-7 5 2 0
7 5 -2 0
7 5 -1 0
-6 2 1 0
-5 -3 -1 0
