p cnf 13 73
13 12 10 0
-13 -12 5 0
13 -12 -4 0
13 -11 10 0
-13 11 -6 0
13 -11 5 0
13 -11 -4 0
13 -10 1 0
-13 -9 -6 0
-13 9 1 0
13 -8 -6 0
13 -8 3 0
13 -8 -1 0
13 -6 -5 0
13 -5 3 0
13 -5 1 0
13 -4 1 0
-13 -3 -2 0
-13 3 2 0
-12 -11 7 0
12 -11 -1 0
-12 -10 -9 0
12 10 5 0
12 10 4 0
-12 -10 -2 0
12 9 -8 0
-12 -9 7 0
-12 -9 -6 0
12 -9 2 0
-12 -8 3 0
12 -7 2 0
12 -6 -5 0
-12 -5 -4 0
12 -5 -2 0
-12 -4 -3 0
-11 10 6 0
-11 10 1 0
-11 -8 -7 0
11 -8 6 0
11 8 1 0
11 6 -5 0
11 -5 -3 0
-11 -5 3 0
-11 3 -2 0
10 9 -8 0
-10 -9 -7 0
-10 9 6 0
10 -9 -4 0
-10 5 4 0
-10 5 1 0
10 -4 3 0
-9 -8 7 0
-9 -6 5 0
9 -6 -1 0
9 -5 3 0
-9 -3 2 0
9 -3 2 0
-8 -7 -5 0
-8 7 -5 0
8 6 5 0
-8 -6 -3 0
-8 3 2 0
-7 -6 2 0
-7 4 2 0
-7 -4 1 0
7 3 1 0
-7 -3 1 0
7 3 -1 0
-6 4 -1 0
-5 -4 -3 0
-5 3 -1 0
5 2 -1 0
-4 -3 -1 0
