p cnf 15 82
-15 -14 12 0
-15 14 -12 0
15 -14 -10 0
15 14 8 0
15 -14 -6 0
15 14 -1 0
-15 -13 10 0
15 -13 -7 0
-15 -13 -7 0
15 -12 7 0
-15 12 6 0
15 -11 -1 0
-15 10 -9 0
15 -8 3 0
15 7 4 0
15 -6 -3 0
-15 4 2 0
-14 13 12 0
-14 -13 9 0
-14 -13 5 0
14 13 3 0
-14 -12 -10 0
-14 12 -3 0
14 -11 7 0
-14 9 4 0
14 -8 5 0
14 -7 2 0
14 6 -5 0
14 5 -4 0
-14 5 -3 0
13 -12 -10 0
13 11 -10 0
-13 -10 9 0
13 -10 5 0
-13 10 3 0
13 9 7 0
13 -9 7 0
13 -9 4 0
13 -9 1 0
13 7 -5 0
13 7 4 0
13 6 3 0
-13 -6 2 0
12 11 -6 0
12 10 9 0
12 -7 2 0
12 -6 -5 0
-12 -6 2 0
11 -9 5 0
-11 8 7 0
-11 -7 -6 0
11 7 6 0
-11 7 -5 0
-11 -6 4 0
10 9 7 0
10 -9 7 0
-10 9 -5 0
-10 -8 6 0
-10 7 2 0
-10 -7 -1 0
-10 -6 4 0
-10 6 -1 0
10 -2 1 0
-9 -7 -6 0
9 7 -5 0
9 6 2 0
9 -4 -2 0
9 3 1 0
-8 -7 -6 0
-8 7 5 0
8 -6 -5 0
-8 6 3 0
8 6 -1 0
-8 -5 -3 0
8 5 1 0
-8 5 -1 0
8 4 -3 0
-7 -4 3 0
7 3 -2 0
-6 5 3 0
-6 -5 2 0
6 3 2 0
