p cnf 13 51
-13 12 11 0
-13 12 -11 0
13 12 10 0
-13 12 5 0
13 11 7 0
13 10 5 0
13 9 -7 0
-13 -9 5 0
13 -8 -7 0
-13 8 5 0
13 7 -4 0
13 7 -2 0
-13 -4 2 0
13 -4 1 0
13 -3 1 0
13 3 -1 0
-12 11 -7 0
12 -11 -2 0
-12 -10 6 0
-12 10 3 0
12 9 -4 0
-12 8 -4 0
-12 -7 5 0
12 -7 1 0
12 6 1 0
-12 -4 2 0
-11 -9 -3 0
-11 9 2 0
-11 8 1 0
-11 7 3 0
11 -7 2 0
11 5 2 0
-11 4 -3 0
-10 -9 -7 0
10 -9 4 0
10 8 -6 0
10 8 2 0
10 6 1 0
10 6 -1 0
-9 7 3 0
9 6 -5 0
-9 3 1 0
8 -7 -5 0
8 6 -1 0
8 -5 -2 0
-8 -5 2 0
7 -4 2 0
7 -3 -2 0
6 5 2 0
-6 -4 2 0
-3 -2 1 0
