p cnf 15 49
15 14 10 0
15 13 6 0
15 12 -3 0
15 11 4 0
-15 6 1 0
-15 -5 -1 0
-15 4 -2 0
-14 12 -11 0
14 11 -1 0
-14 10 2 0
-14 -9 7 0
-14 -8 4 0
14 -2 -1 0
-13 -12 10 0
13 12 -10 0
13 -10 8 0
-13 -10 5 0
-13 10 1 0
13 7 -3 0
13 -7 -1 0
13 6 4 0
-13 6 -3 0
13 6 1 0
13 5 -3 0
12 11 6 0
12 -11 6 0
-12 11 1 0
-12 -10 7 0
-12 -7 2 0
12 -6 2 0
-12 -5 2 0
-12 5 1 0
12 -2 1 0
-11 -7 -5 0
-11 7 3 0
-11 7 -2 0
-11 -6 5 0
-11 5 -3 0
-10 9 -8 0
10 4 3 0
-9 -8 -7 0
-9 -8 -3 0
-9 8 1 0
-9 -7 -6 0
-8 -7 6 0
8 7 -2 0
-8 -6 -2 0
-7 6 -3 0
7 6 2 0
