p cnf 12 57
12 11 8 0
-12 -11 2 0
-12 -9 -8 0
12 -9 6 0
-12 8 -7 0
-12 -8 -7 0
12 -8 -7 0
-12 8 4 0
-12 8 -4 0
-12 8 3 0
12 8 2 0
-12 -8 -2 0
12 7 -2 0
12 -7 -2 0
-12 -6 -1 0
12 4 3 0
12 4 -2 0
-11 -9 -2 0
11 -9 -1 0
11 -8 -1 0
-11 -7 6 0
11 7 4 0
-11 7 -3 0
11 7 2 0
-11 -5 -4 0
11 5 2 0
11 -2 1 0
10 9 -7 0
-10 9 -4 0
-10 -9 3 0
10 -8 4 0
10 -7 -2 0
-10 7 -2 0
-10 7 -1 0
10 7 1 0
10 -5 -1 0
10 -4 2 0
-10 -2 1 0
-10 2 1 0
9 8 7 0
9 -8 -6 0
9 -8 -4 0
9 5 4 0
-9 -5 4 0
-9 4 -3 0
9 3 -1 0
8 7 1 0
-8 7 1 0
-8 -5 -1 0
7 -6 -1 0
-7 6 1 0
7 -6 1 0
-7 5 2 0
7 4 2 0
-6 3 -1 0
5 3 -1 0
4 -2 -1 0
