p cnf 14 116
-14 -12 -8 0
14 -12 -6 0
-14 12 -6 0
14 -12 -3 0
14 -12 2 0
-14 -12 -2 0
14 11 8 0
14 -10 7 0
14 10 -2 0
-14 9 6 0
14 9 1 0
14 8 -6 0
-14 8 2 0
14 7 -5 0
14 -7 -4 0
-14 7 -3 0
-14 6 4 0
-14 -6 -2 0
-14 -6 1 0
14 5 3 0
-14 5 2 0
13 -12 11 0
-13 -12 -8 0
13 -12 2 0
13 11 -8 0
13 11 -4 0
-13 11 1 0
13 -10 9 0
-13 -9 3 0
-13 -9 -2 0
-13 -8 5 0
-13 7 5 0
13 -7 3 0
13 6 -3 0
13 -5 1 0
13 -4 2 0
-13 3 -2 0
13 -3 -2 0
-12 11 -4 0
12 -11 -1 0
12 -10 -4 0
12 10 -2 0
-12 9 3 0
-12 9 -1 0
-12 -9 -1 0
-12 8 2 0
12 -7 6 0
12 7 2 0
-12 6 5 0
-12 6 -3 0
-12 5 3 0
12 5 3 0
-12 4 -1 0
-12 3 -2 0
-12 2 -1 0
12 2 1 0
-11 10 -3 0
11 10 -1 0
11 9 7 0
11 -9 5 0
-11 -9 4 0
11 9 -1 0
-11 -9 -1 0
-11 -8 -1 0
-11 7 5 0
11 -6 -2 0
-11 4 3 0
-11 -4 3 0
-11 -4 -3 0
-11 -3 -2 0
-11 3 -1 0
-11 2 1 0
-10 9 8 0
-10 9 -8 0
-10 9 6 0
10 -9 -6 0
-10 -9 -5 0
10 -9 1 0
-10 -8 -6 0
-10 8 -3 0
-10 -8 -2 0
-10 -7 6 0
-10 -6 5 0
-10 6 3 0
-10 -4 -2 0
-10 2 -1 0
9 -8 -6 0
-9 8 -2 0
9 8 -1 0
-9 -7 2 0
-9 6 2 0
-9 6 1 0
-9 -5 3 0
-9 -3 -1 0
8 7 5 0
-8 -7 -4 0
-8 7 -3 0
8 -6 1 0
-8 -5 4 0
8 4 -3 0
-8 -4 -1 0
-8 2 1 0
-7 -6 5 0
-7 -5 -4 0
7 5 -1 0
7 -4 1 0
-6 -5 -3 0
6 5 1 0
-6 -3 -2 0
-6 -2 -1 0
5 -4 -2 0
-5 -4 -1 0
-5 2 1 0
5 -2 -1 0
-4 -2 1 0
3 -2 1 0
