p cnf 13 90
13 12 -9 0
13 -12 5 0
13 12 -3 0
-13 -11 -9 0
-13 -11 9 0
13 11 9 0
-13 11 -6 0
-13 -11 6 0
13 11 -2 0
13 -9 -1 0
-13 8 7 0
-13 8 -7 0
13 8 7 0
-13 8 -6 0
13 -6 -3 0
-13 6 1 0
13 6 1 0
-13 6 -1 0
13 -5 -4 0
-13 -5 -2 0
13 5 2 0
13 5 -1 0
13 3 2 0
-12 11 -10 0
-12 11 5 0
-12 -11 5 0
12 -11 1 0
-12 -10 -8 0
-12 -10 -7 0
-12 10 4 0
12 10 -3 0
12 -9 7 0
-12 9 7 0
12 -9 4 0
12 9 -4 0
-12 -9 -2 0
12 -8 -4 0
-12 -7 6 0
-12 -7 4 0
-12 -7 -3 0
12 -7 -1 0
-12 6 -4 0
-12 6 -1 0
-11 10 -4 0
11 8 -5 0
-11 -7 6 0
11 -7 -5 0
-11 7 4 0
-11 -6 4 0
11 -6 3 0
11 6 1 0
11 -5 2 0
-11 -4 2 0
11 -4 -1 0
11 3 2 0
-10 8 -4 0
-10 8 -3 0
-10 8 1 0
10 7 3 0
-10 7 -3 0
10 6 -4 0
-10 6 3 0
10 -6 2 0
9 -8 -5 0
9 8 1 0
-9 -7 -6 0
9 -7 6 0
-9 7 -1 0
9 5 4 0
9 5 -4 0
-9 5 2 0
9 4 -1 0
-8 -7 6 0
-8 -7 -3 0
8 7 -2 0
-7 6 -5 0
7 6 3 0
-7 -6 1 0
7 5 3 0
-7 5 -1 0
-7 4 -3 0
-7 -2 -1 0
7 -2 -1 0
5 -4 -3 0
-5 4 -1 0
5 -3 2 0
5 -3 -1 0
5 2 -1 0
4 2 -1 0
-4 2 -1 0
